Hidden Layer 1,Hidden Layer 2,Hidden Layer 3,Batch Size,Optimizer,Validation MSE,Validation MAE,5% Margin Accuracy,Loss History,Validation Loss History
128,64,N/A,512,rmsprop,0.4070047438144684,0.4670656621456146,10.109356014580802,"0.6005026698112488,0.4762384593486786,0.4674353003501892,0.46326756477355957,0.458632230758667,0.45496129989624023,0.4546217620372772,0.4517178237438202,0.4492572546005249,0.4467374384403229,0.44635048508644104,0.4462748169898987,0.44408467411994934,0.44247785210609436,0.43960312008857727,0.4408313035964966,0.4393404424190521,0.44010695815086365,0.4364360272884369,0.43658632040023804,0.43663373589515686,0.4348142445087433,0.4343818128108978,0.4328690767288208,0.43196314573287964,0.4311784505844116,0.43156561255455017,0.429649293422699,0.4291509687900543,0.4294393062591553,0.42813482880592346,0.4270942807197571,0.42716342210769653,0.42494794726371765,0.42448505759239197,0.4233749508857727,0.42323336005210876,0.4218572676181793,0.4222266674041748,0.4217323362827301,0.41705793142318726,0.4162391424179077,0.4158654808998108,0.41566136479377747,0.4153321385383606,0.41516777873039246,0.4148685336112976,0.4136371910572052,0.4135415256023407,0.413783997297287,0.4132450520992279,0.41305553913116455,0.4121144413948059,0.4118432402610779,0.4120248854160309,0.4099779725074768,0.4096277356147766,0.40950489044189453,0.4092523753643036,0.40877506136894226,0.4084795415401459,0.4088183641433716,0.40831658244132996,0.4082276523113251,0.40810075402259827,0.40775227546691895,0.4076932966709137,0.40762537717819214,0.4076912999153137,0.4073416292667389,0.40715596079826355,0.4069914221763611,0.4066852331161499,0.4065711200237274,0.4063829779624939,0.4061487317085266,0.40584030747413635,0.40593117475509644,0.4056239426136017,0.40588998794555664,0.4053340256214142,0.40535274147987366,0.40546321868896484,0.40472403168678284,0.404276579618454,0.4043404459953308,0.40442854166030884,0.4042232632637024,0.4039975702762604,0.40425291657447815,0.4038320779800415,0.4041004478931427,0.4037764072418213,0.4039522409439087,0.4038291275501251,0.40383395552635193,0.40362870693206787,0.40364277362823486,0.403577595949173,0.4034523665904999","0.47003698348999023,0.5506830811500549,0.4843158423900604,0.5236142873764038,0.5972917675971985,0.4987354576587677,0.43931347131729126,0.44559887051582336,0.430056631565094,0.45096224546432495,0.4425084590911865,0.43779927492141724,0.44372841715812683,0.42541396617889404,0.4435543715953827,0.4375697672367096,0.42415034770965576,0.42609667778015137,0.4674728810787201,0.4470984935760498,0.4305230975151062,0.4790538251399994,0.4287823736667633,0.41666778922080994,0.4141353964805603,0.41675105690956116,0.4207945764064789,0.4459560215473175,0.4559353291988373,0.4122479557991028,0.42885759472846985,0.45376092195510864,0.4190972149372101,0.42048388719558716,0.4406619071960449,0.4173627495765686,0.47561439871788025,0.4311257004737854,0.4658031761646271,0.41314592957496643,0.4138488471508026,0.40666142106056213,0.421871155500412,0.40285423398017883,0.40135759115219116,0.40247827768325806,0.4058259129524231,0.40490594506263733,0.42232784628868103,0.4099624752998352,0.4101722538471222,0.40408146381378174,0.4025568664073944,0.40349411964416504,0.40831977128982544,0.40289172530174255,0.3974137604236603,0.397190123796463,0.4040003716945648,0.39709746837615967,0.4068175256252289,0.3959853947162628,0.40840983390808105,0.3977949023246765,0.4007531404495239,0.39869824051856995,0.39876464009284973,0.410454660654068,0.4032224416732788,0.40156474709510803,0.3974343240261078,0.3953303098678589,0.3937172293663025,0.41022923588752747,0.4016501009464264,0.3955448865890503,0.39911094307899475,0.39481452107429504,0.39380308985710144,0.3953849971294403,0.3938809037208557,0.39774829149246216,0.3956785202026367,0.39298972487449646,0.3944363594055176,0.392605721950531,0.3921712636947632,0.39307427406311035,0.39475950598716736,0.39319247007369995,0.39699432253837585,0.39666664600372314,0.3950149416923523,0.39661136269569397,0.39534562826156616,0.3926278054714203,0.39197054505348206,0.3934561610221863,0.3929730951786041,0.39203041791915894"
32,64,N/A,1024,adam,0.422335684299469,0.4796932637691498,9.234507897934387,"0.9959852695465088,0.6456694602966309,0.5569834113121033,0.5177983641624451,0.49071189761161804,0.47662466764450073,0.46777015924453735,0.46392378211021423,0.46294426918029785,0.4581209719181061,0.45655614137649536,0.4562351107597351,0.45486748218536377,0.4566228985786438,0.4538082182407379,0.4538632333278656,0.452604740858078,0.45264455676078796,0.4530312716960907,0.4507044553756714,0.45119696855545044,0.4481401741504669,0.44764259457588196,0.44886693358421326,0.44607964158058167,0.4455969035625458,0.44522824883461,0.44558262825012207,0.44417235255241394,0.4442812502384186,0.44404831528663635,0.44394850730895996,0.4422418773174286,0.4437175989151001,0.4419586658477783,0.4424658715724945,0.4415818452835083,0.4404616355895996,0.4407142102718353,0.43858176469802856,0.43955445289611816,0.43962225317955017,0.4382847845554352,0.4381480813026428,0.43770506978034973,0.4370323419570923,0.43804168701171875,0.43709105253219604,0.4365699589252472,0.4383453130722046,0.43650829792022705,0.43638280034065247,0.43565797805786133,0.4346391260623932,0.43477264046669006,0.434468150138855,0.43472111225128174,0.4331640899181366,0.4328683912754059,0.43280282616615295,0.43342265486717224,0.432008296251297,0.43188148736953735,0.43201184272766113,0.4312969148159027,0.43098166584968567,0.43200960755348206,0.4324650466442108,0.4313189387321472,0.4297407865524292,0.4299010634422302,0.4287068843841553,0.42969393730163574,0.42829105257987976,0.42886418104171753,0.42785945534706116,0.4275537133216858,0.43091657757759094,0.4292421340942383,0.427961528301239,0.42844608426094055,0.42638176679611206,0.42718347907066345,0.42708924412727356,0.42610496282577515,0.4258373975753784,0.4243493974208832,0.4256696403026581,0.4240933656692505,0.4241248071193695,0.4229487180709839,0.424271821975708,0.42332369089126587,0.4232527017593384,0.4228696823120117,0.4217430055141449,0.42274925112724304,0.4221988916397095,0.42158886790275574,0.42058154940605164","0.7317337989807129,0.570490837097168,0.5184028148651123,0.48689883947372437,0.4701515734195709,0.45487743616104126,0.45218175649642944,0.4498796761035919,0.4457145035266876,0.4439138174057007,0.44282734394073486,0.44342562556266785,0.4444483518600464,0.44150370359420776,0.444369375705719,0.44140625,0.43919748067855835,0.4383643567562103,0.4385422468185425,0.44251295924186707,0.43680843710899353,0.43523159623146057,0.4362768828868866,0.4359373152256012,0.43398767709732056,0.43482884764671326,0.4325539171695709,0.4316038191318512,0.432628333568573,0.4306640326976776,0.4320356845855713,0.4298407733440399,0.4333605170249939,0.4291233420372009,0.42843183875083923,0.42752665281295776,0.42710578441619873,0.4314608871936798,0.42749685049057007,0.425579309463501,0.43216875195503235,0.425070196390152,0.4268597364425659,0.4259778559207916,0.4243071675300598,0.42435649037361145,0.4280335605144501,0.42386093735694885,0.42827698588371277,0.421953409910202,0.4290245473384857,0.42215877771377563,0.42174747586250305,0.42236581444740295,0.42118680477142334,0.421316921710968,0.42019715905189514,0.4195806384086609,0.42118242383003235,0.42182502150535583,0.4196130633354187,0.4186711013317108,0.4204210638999939,0.4177789092063904,0.4184350073337555,0.4198743402957916,0.4180437922477722,0.41790181398391724,0.4162348210811615,0.4178088903427124,0.41617992520332336,0.41706785559654236,0.41581210494041443,0.41439154744148254,0.4151904582977295,0.41494765877723694,0.419666051864624,0.4180642068386078,0.41927412152290344,0.41308313608169556,0.41320502758026123,0.41512125730514526,0.41465574502944946,0.41364938020706177,0.4118877351284027,0.41069984436035156,0.4106352925300598,0.41085284948349,0.41229620575904846,0.41147640347480774,0.4096440374851227,0.4089122712612152,0.4094080924987793,0.412013441324234,0.41063809394836426,0.4094602167606354,0.40822771191596985,0.40784958004951477,0.4088643193244934,0.40914973616600037"
32,16,16,512,adam,0.40490713715553284,0.46938273310661316,9.380315917375457,"0.7774604558944702,0.5258359909057617,0.47876420617103577,0.46712183952331543,0.46393221616744995,0.45937034487724304,0.4571918249130249,0.45539578795433044,0.45311376452445984,0.4507879614830017,0.44874778389930725,0.446798175573349,0.4452214241027832,0.4446027874946594,0.44492998719215393,0.44199201464653015,0.4403477907180786,0.4395558536052704,0.4387105107307434,0.43713143467903137,0.4360654950141907,0.4359530806541443,0.4359109401702881,0.4342857599258423,0.43265649676322937,0.4328104853630066,0.4328877925872803,0.4317525029182434,0.43011218309402466,0.43030914664268494,0.4302808940410614,0.4291306734085083,0.42715179920196533,0.4260652959346771,0.42582646012306213,0.42515143752098083,0.4248386323451996,0.42397767305374146,0.4236395061016083,0.4225597083568573,0.4226031005382538,0.42279425263404846,0.4218027591705322,0.42237409949302673,0.4207460284233093,0.4201413691043854,0.41906481981277466,0.41887131333351135,0.4178035855293274,0.4183024764060974,0.41853147745132446,0.4166891574859619,0.4166243374347687,0.41668492555618286,0.41512659192085266,0.41612720489501953,0.4155888855457306,0.41512638330459595,0.4144337773323059,0.41597259044647217,0.4134376645088196,0.413277268409729,0.41313526034355164,0.41183263063430786,0.4130246341228485,0.41291990876197815,0.4123193919658661,0.41327205300331116,0.4117177128791809,0.41036859154701233,0.41079339385032654,0.41105395555496216,0.410198450088501,0.4105697572231293,0.40961959958076477,0.409254789352417,0.4084071218967438,0.4088627099990845,0.4100397229194641,0.4093523323535919,0.4093957841396332,0.40785878896713257,0.407864511013031,0.4061531126499176,0.4062226712703705,0.4058324992656708,0.40563252568244934,0.40559059381484985,0.40526914596557617,0.4060995876789093,0.4062337279319763,0.4053347408771515,0.40539950132369995,0.4060765206813812,0.4054848551750183,0.4052596390247345,0.4052223563194275,0.4050832986831665,0.40479576587677,0.40447038412094116","0.5705499649047852,0.47953277826309204,0.45654794573783875,0.450711727142334,0.4482108950614929,0.4454697370529175,0.4431687593460083,0.4398418068885803,0.4388619363307953,0.4360577166080475,0.43339553475379944,0.4332403242588043,0.4342319965362549,0.4328228831291199,0.4308377206325531,0.427071750164032,0.4317677617073059,0.4254855513572693,0.42528674006462097,0.4225994944572449,0.4227460026741028,0.4238303601741791,0.42208611965179443,0.4217327833175659,0.4199880063533783,0.41887685656547546,0.41947507858276367,0.41704800724983215,0.41539818048477173,0.4191402494907379,0.4152788817882538,0.4175364375114441,0.4142434298992157,0.41419845819473267,0.4123196005821228,0.41147226095199585,0.4090483784675598,0.4125883877277374,0.409608393907547,0.4085179567337036,0.4150751829147339,0.40942510962486267,0.40801334381103516,0.4074288606643677,0.4057953655719757,0.40701887011528015,0.4053370952606201,0.4065999984741211,0.4029575288295746,0.4040830433368683,0.4055628180503845,0.4034366011619568,0.4045923352241516,0.4025842845439911,0.4054630994796753,0.4008055031299591,0.40112975239753723,0.40094369649887085,0.40486881136894226,0.39925646781921387,0.40217870473861694,0.4017757177352905,0.40025076270103455,0.39751431345939636,0.40024077892303467,0.3982855975627899,0.40014535188674927,0.4019228219985962,0.3973405361175537,0.397094190120697,0.39755895733833313,0.3997687101364136,0.3955685794353485,0.4001690149307251,0.39635536074638367,0.39582282304763794,0.39978063106536865,0.4038616418838501,0.3954746723175049,0.39760467410087585,0.39669269323349,0.39552929997444153,0.3983430862426758,0.3940950930118561,0.39549118280410767,0.39424312114715576,0.39365172386169434,0.39354389905929565,0.3926670551300049,0.39372384548187256,0.39530426263809204,0.39321964979171753,0.39735332131385803,0.3929571509361267,0.3972914218902588,0.3940940797328949,0.3960385024547577,0.3929552733898163,0.39421677589416504,0.3928455114364624"
64,16,32,2048,rmsprop,0.4290000796318054,0.4815155863761902,9.647630619684083,"0.8806943893432617,0.6926994919776917,0.5901413559913635,0.5340001583099365,0.4977082908153534,0.47880712151527405,0.4700178802013397,0.46777868270874023,0.4636305272579193,0.46180468797683716,0.4621581733226776,0.4618149995803833,0.45660141110420227,0.45640110969543457,0.45673686265945435,0.45355531573295593,0.4534037113189697,0.45205193758010864,0.4517269432544708,0.44975388050079346,0.4497835636138916,0.4493940770626068,0.44821682572364807,0.44727224111557007,0.4473687410354614,0.44645845890045166,0.44548192620277405,0.44615429639816284,0.4442318379878998,0.44729799032211304,0.4435501992702484,0.4431201219558716,0.44346460700035095,0.4400380253791809,0.439610093832016,0.4398314356803894,0.43922001123428345,0.4388732612133026,0.43889811635017395,0.4383426308631897,0.438312292098999,0.4377928078174591,0.43827328085899353,0.43718546628952026,0.4382495582103729,0.43736040592193604,0.43697264790534973,0.4366562068462372,0.43644946813583374,0.4358748495578766,0.4370631277561188,0.4356314241886139,0.4363192319869995,0.4351528286933899,0.4343208372592926,0.43462470173835754,0.43418318033218384,0.4342392385005951,0.4345434308052063,0.433628648519516,0.4341612458229065,0.43377792835235596,0.4336024820804596,0.4333914816379547,0.43334949016571045,0.433061420917511,0.43305593729019165,0.43305373191833496,0.43304386734962463,0.4326346814632416,0.4323444962501526,0.43259215354919434,0.4328519403934479,0.43205559253692627,0.43228450417518616,0.4321137070655823,0.4319729506969452,0.4316575825214386,0.43148452043533325,0.4315207302570343,0.43138229846954346,0.43131816387176514,0.4310752749443054,0.4308091402053833,0.4307187795639038,0.4308632016181946,0.43069496750831604,0.43034908175468445,0.43051785230636597,0.4305938482284546,0.42997005581855774,0.42997103929519653,0.42980197072029114,0.42990386486053467,0.4296269714832306,0.43063053488731384,0.42902663350105286,0.4290754497051239,0.42881494760513306,0.4287922978401184","0.7799578905105591,0.643780529499054,0.5637993216514587,0.5335507392883301,0.4789106845855713,0.4676952064037323,0.5160980820655823,0.4542124569416046,0.4750067889690399,0.505018413066864,0.528812825679779,0.4805379807949066,0.4615103602409363,0.4749651849269867,0.4416539669036865,0.4469456970691681,0.44520726799964905,0.438160240650177,0.4434047043323517,0.4380832314491272,0.45594164729118347,0.4332764446735382,0.48455625772476196,0.4607902765274048,0.4494025707244873,0.43382054567337036,0.44590094685554504,0.43417638540267944,0.47403886914253235,0.4406372606754303,0.4562944769859314,0.4653734266757965,0.4346068799495697,0.438533753156662,0.43007126450538635,0.4401242136955261,0.4302215278148651,0.43224260210990906,0.43231847882270813,0.4353845417499542,0.42966634035110474,0.4295597970485687,0.4263935387134552,0.4374981224536896,0.4266403615474701,0.426491916179657,0.4310709238052368,0.4289025366306305,0.43227267265319824,0.4500270485877991,0.4288806617259979,0.4379228949546814,0.42951440811157227,0.42399126291275024,0.42786508798599243,0.42393624782562256,0.4293147921562195,0.43016743659973145,0.4247664511203766,0.42985665798187256,0.4299923777580261,0.4252350926399231,0.4261208176612854,0.42259910702705383,0.42311593890190125,0.42392492294311523,0.4206298291683197,0.4276410937309265,0.4211246371269226,0.4220678508281708,0.4231877028942108,0.4262314438819885,0.4191132187843323,0.4219335913658142,0.4221039116382599,0.41912657022476196,0.41863763332366943,0.4208536446094513,0.4194856286048889,0.4219471216201782,0.4222742021083832,0.419535368680954,0.4207535982131958,0.41947120428085327,0.4172610640525818,0.4247196912765503,0.42010876536369324,0.42386192083358765,0.4189886748790741,0.419182687997818,0.4174196422100067,0.4184882938861847,0.4180513322353363,0.417346715927124,0.4214920401573181,0.4171679615974426,0.41689079999923706,0.4168606996536255,0.4165206849575043,0.41868898272514343"
32,32,32,2048,rmsprop,0.4432854652404785,0.502447783946991,7.922235722964762,"0.9827010035514832,0.710625410079956,0.6023083329200745,0.5405198931694031,0.5028271079063416,0.48351678252220154,0.47417470812797546,0.4692324995994568,0.4668286442756653,0.46549785137176514,0.4648135304450989,0.4627845287322998,0.4613907039165497,0.4602210223674774,0.4577835202217102,0.4566028416156769,0.45661693811416626,0.4569779634475708,0.4526636600494385,0.45490315556526184,0.45449861884117126,0.45377615094184875,0.451583594083786,0.4526180922985077,0.45050355792045593,0.452474981546402,0.44957229495048523,0.4504047632217407,0.4486253559589386,0.45128530263900757,0.4477452039718628,0.4476739764213562,0.4480264484882355,0.44660037755966187,0.4485519528388977,0.44820401072502136,0.4477684199810028,0.44814786314964294,0.44720110297203064,0.4464010000228882,0.44507530331611633,0.44632261991500854,0.44620078802108765,0.4455612897872925,0.4464428126811981,0.44371142983436584,0.4454757869243622,0.44188955426216125,0.44240352511405945,0.44509053230285645,0.44178926944732666,0.44329848885536194,0.44230571389198303,0.4407244324684143,0.44144612550735474,0.4426168203353882,0.44074806571006775,0.4408068358898163,0.44013842940330505,0.4402787685394287,0.44172239303588867,0.4402599334716797,0.44243279099464417,0.43785879015922546,0.4393462836742401,0.4397171437740326,0.4399257004261017,0.43978503346443176,0.4381009340286255,0.4385724365711212,0.43892934918403625,0.43814000487327576,0.4367997944355011,0.4360935091972351,0.43576040863990784,0.43817591667175293,0.4351789355278015,0.4361917972564697,0.43662092089653015,0.4357699453830719,0.43568089604377747,0.43502214550971985,0.43429940938949585,0.433963418006897,0.43505650758743286,0.43477708101272583,0.4317200779914856,0.4307076930999756,0.4308299720287323,0.4310499429702759,0.429984986782074,0.4303598701953888,0.42944371700286865,0.43025586009025574,0.4304606020450592,0.429826021194458,0.4302135705947876,0.42955079674720764,0.4292980134487152,0.4291509985923767","0.8080633282661438,0.6388859748840332,0.6009886264801025,0.5068991780281067,0.4836309254169464,0.47734886407852173,0.4806983470916748,0.48998594284057617,0.4525677263736725,0.4526498317718506,0.4733012318611145,0.48382270336151123,0.44818106293678284,0.44495368003845215,0.4663028419017792,0.4469582140445709,0.4429345726966858,0.45684486627578735,0.47227373719215393,0.4393772780895233,0.4630800485610962,0.44641104340553284,0.44600996375083923,0.4813310205936432,0.4939759075641632,0.44967302680015564,0.4482964873313904,0.44812434911727905,0.4421361982822418,0.43793678283691406,0.4461197257041931,0.4382304847240448,0.4411802887916565,0.4654350280761719,0.4598594903945923,0.4563574194908142,0.46381521224975586,0.4363265037536621,0.44955602288246155,0.4358696937561035,0.4875393211841583,0.46314743161201477,0.4368419349193573,0.5182765126228333,0.4572702646255493,0.43759775161743164,0.4350298047065735,0.4561464786529541,0.43141666054725647,0.455119788646698,0.46690475940704346,0.4804692268371582,0.43045175075531006,0.4471087157726288,0.43242359161376953,0.42749205231666565,0.43081972002983093,0.4272986650466919,0.4430541694164276,0.47855472564697266,0.4403982162475586,0.4775784909725189,0.42360225319862366,0.44023066759109497,0.46943649649620056,0.4640733301639557,0.4895404577255249,0.42630621790885925,0.4622555077075958,0.4789540767669678,0.4249657392501831,0.4420813322067261,0.42121678590774536,0.43691912293434143,0.4380735158920288,0.41990378499031067,0.43946659564971924,0.46675947308540344,0.4485478699207306,0.42546552419662476,0.45354196429252625,0.4247301518917084,0.43328243494033813,0.42444291710853577,0.4469633400440216,0.43207502365112305,0.41949179768562317,0.42862287163734436,0.42509013414382935,0.4178059697151184,0.4227292239665985,0.41722172498703003,0.4322240352630615,0.43258845806121826,0.4202302396297455,0.43983688950538635,0.4242977797985077,0.4191506803035736,0.41753244400024414,0.4247753620147705"
64,64,32,2048,rmsprop,0.42451611161231995,0.4800887703895569,10.206561360874849,"0.7110747694969177,0.5503730773925781,0.5015051364898682,0.48163050413131714,0.4760875999927521,0.4678232967853546,0.4663727879524231,0.4664311707019806,0.45966285467147827,0.46423840522766113,0.459338515996933,0.45872676372528076,0.4592606723308563,0.45522722601890564,0.4575941264629364,0.4545815587043762,0.45063504576683044,0.4527674615383148,0.4525356590747833,0.45039209723472595,0.4508303701877594,0.45170295238494873,0.44951823353767395,0.44681552052497864,0.45163580775260925,0.44707784056663513,0.44522741436958313,0.4465484023094177,0.44680532813072205,0.44315749406814575,0.44786882400512695,0.4437539577484131,0.44320520758628845,0.43896493315696716,0.4380872845649719,0.43768155574798584,0.4371698200702667,0.4389980435371399,0.43590041995048523,0.43658211827278137,0.43554845452308655,0.4356517195701599,0.43581587076187134,0.43486037850379944,0.43545666337013245,0.43473711609840393,0.43464162945747375,0.43422847986221313,0.43424245715141296,0.4343041479587555,0.4331129193305969,0.43249276280403137,0.4331338405609131,0.43263480067253113,0.4314911961555481,0.43167656660079956,0.43271470069885254,0.43152663111686707,0.43065235018730164,0.43135589361190796,0.4311767816543579,0.4315650165081024,0.4304068982601166,0.43121594190597534,0.4292682111263275,0.4285167455673218,0.42828693985939026,0.4281470477581024,0.42762160301208496,0.4286755621433258,0.42812901735305786,0.426963746547699,0.42714235186576843,0.42672282457351685,0.4271169900894165,0.4278753995895386,0.42613303661346436,0.4262392222881317,0.4256250858306885,0.42568647861480713,0.4254660904407501,0.4253833591938019,0.42547163367271423,0.4253314137458801,0.4252028465270996,0.42544108629226685,0.42499831318855286,0.4247366487979889,0.42496827244758606,0.4247285723686218,0.42452746629714966,0.4244970381259918,0.42438995838165283,0.4244046211242676,0.4243590235710144,0.4242895543575287,0.4241887032985687,0.42417892813682556,0.4239819049835205,0.42411771416664124","0.6392549276351929,0.5489776730537415,0.4777369201183319,0.4985330104827881,0.4641903340816498,0.47515109181404114,0.4840269982814789,0.47764748334884644,0.5220552086830139,0.49630558490753174,0.4493652284145355,0.5162781476974487,0.46429499983787537,0.49347323179244995,0.46255892515182495,0.4488080143928528,0.490054190158844,0.4685313105583191,0.4525401294231415,0.4528941512107849,0.5004313588142395,0.43448856472969055,0.4547392427921295,0.46739134192466736,0.45728549361228943,0.45640403032302856,0.49581587314605713,0.4373376965522766,0.4434869885444641,0.5607404708862305,0.44365325570106506,0.4944552779197693,0.4435737729072571,0.4380045533180237,0.43279680609703064,0.43482595682144165,0.466574490070343,0.4307214617729187,0.4255515933036804,0.42157599329948425,0.4414409399032593,0.4407530426979065,0.4422202408313751,0.4293571710586548,0.4257053732872009,0.43092817068099976,0.4288271963596344,0.4274251461029053,0.4308374226093292,0.4204336404800415,0.42182493209838867,0.4317008852958679,0.4225269556045532,0.43209362030029297,0.4198192358016968,0.4229676425457001,0.42434072494506836,0.4224568009376526,0.4222460687160492,0.42110681533813477,0.4373442530632019,0.4289703369140625,0.43870794773101807,0.4200380742549896,0.42025601863861084,0.41532713174819946,0.4229040741920471,0.4166802167892456,0.4243219494819641,0.42289435863494873,0.4196227490901947,0.41908854246139526,0.4191899597644806,0.41558054089546204,0.4243451654911041,0.4176517426967621,0.4147401750087738,0.4128682613372803,0.41233235597610474,0.41253191232681274,0.41391539573669434,0.4129776060581207,0.4154755771160126,0.4142187833786011,0.4191635251045227,0.4132044017314911,0.41268616914749146,0.4155694544315338,0.4135826528072357,0.4120764434337616,0.4117429554462433,0.41206657886505127,0.41112324595451355,0.41108399629592896,0.41153162717819214,0.41115885972976685,0.41095858812332153,0.41110312938690186,0.41270017623901367,0.4119260311126709"
64,64,N/A,1024,adam,0.40712887048721313,0.4699053466320038,9.671931956257595,"0.7038071751594543,0.5361773371696472,0.48348572850227356,0.4686427116394043,0.46125996112823486,0.4576411545276642,0.4561164081096649,0.45437660813331604,0.4520065188407898,0.45090150833129883,0.44925618171691895,0.44978559017181396,0.4472852349281311,0.4449321925640106,0.4444856345653534,0.44325047731399536,0.4415694773197174,0.444365918636322,0.4414709806442261,0.43952280282974243,0.4400785267353058,0.4389175474643707,0.43674030900001526,0.43811777234077454,0.4361748695373535,0.43706014752388,0.43711110949516296,0.4347352981567383,0.43462076783180237,0.43483301997184753,0.4341978132724762,0.43332791328430176,0.43198633193969727,0.4325527548789978,0.43240973353385925,0.4314654767513275,0.43058082461357117,0.4299415647983551,0.4296598434448242,0.4298047423362732,0.42833399772644043,0.428972989320755,0.4273771047592163,0.42908522486686707,0.4269085228443146,0.42776644229888916,0.4260769188404083,0.4267888367176056,0.42502909898757935,0.42476117610931396,0.42509353160858154,0.42264437675476074,0.423768013715744,0.4226137101650238,0.4225517213344574,0.42279934883117676,0.42671433091163635,0.4206559360027313,0.4212977886199951,0.42030465602874756,0.41888341307640076,0.4196264147758484,0.4196774363517761,0.4189598858356476,0.4187518060207367,0.4175336956977844,0.4180232584476471,0.41651877760887146,0.41776078939437866,0.41522011160850525,0.41597822308540344,0.4175211787223816,0.41390886902809143,0.41616860032081604,0.41483747959136963,0.4147148132324219,0.41300222277641296,0.41458046436309814,0.4127519428730011,0.4128291606903076,0.4120912551879883,0.4130220115184784,0.41215720772743225,0.4109995365142822,0.41097110509872437,0.4120017886161804,0.4106998145580292,0.4118189215660095,0.40927377343177795,0.40967094898223877,0.41257038712501526,0.4094639718532562,0.40973231196403503,0.4100601077079773,0.4084613025188446,0.4107842445373535,0.4068663418292999,0.4067593216896057,0.4062899053096771,0.4063846468925476","0.5875797271728516,0.49280330538749695,0.4661787748336792,0.4541424810886383,0.45044565200805664,0.4426020681858063,0.4420979917049408,0.4410174787044525,0.4384336769580841,0.4391711950302124,0.43965569138526917,0.4396006464958191,0.4351080656051636,0.43194201588630676,0.43234458565711975,0.4292994737625122,0.42968258261680603,0.43480628728866577,0.42629745602607727,0.42713433504104614,0.42514458298683167,0.42418643832206726,0.4285034239292145,0.42398956418037415,0.42565682530403137,0.42641016840934753,0.42608582973480225,0.42842599749565125,0.4243018329143524,0.4219454526901245,0.4244094789028168,0.4207320809364319,0.42016834020614624,0.422476202249527,0.4187242388725281,0.4182945191860199,0.41788041591644287,0.4176517128944397,0.41952455043792725,0.41562527418136597,0.4173247814178467,0.4143751561641693,0.4146418869495392,0.419066458940506,0.4175339937210083,0.4130162298679352,0.41704073548316956,0.411451518535614,0.4172710180282593,0.41735535860061646,0.4120725393295288,0.4127151370048523,0.41210290789604187,0.40796592831611633,0.4130195677280426,0.41929885745048523,0.4069874882698059,0.4061366319656372,0.4066997468471527,0.40909528732299805,0.40733739733695984,0.40512579679489136,0.4084112346172333,0.4085031747817993,0.4048611521720886,0.4057234525680542,0.40276476740837097,0.4040159285068512,0.4030301570892334,0.40328946709632874,0.4033846855163574,0.4017937183380127,0.40302979946136475,0.3999845087528229,0.4020160436630249,0.4019269049167633,0.4015074372291565,0.39997515082359314,0.39960289001464844,0.4021966755390167,0.3994292616844177,0.39924415946006775,0.39824193716049194,0.3980037569999695,0.3969421684741974,0.3966436982154846,0.3984546363353729,0.3990621268749237,0.3970108926296234,0.40867844223976135,0.39827510714530945,0.39676693081855774,0.3968556821346283,0.398683100938797,0.40080326795578003,0.39670529961586,0.39571699500083923,0.39436089992523193,0.39514294266700745,0.39486226439476013"
